run_number,rate_avg_value
44722,
44721,0
44720,0
44719,
44718,55136.94583106046
44717,58178.96789885058
44716,55084.891902709365
44715,60497.66273925103
44714,63083.212096551724
44713,53409.122505747124
44712,65331.40793378795
44711,64779.69961876064
44710,68404.44692643678
44709,69921.6042314424
44708,69977.7678413793
44707,72216.07360409804
44706,72744.17733400383
44705,75983.42801839081
44704,75375.78345185185
44703,82646.18284603847
44702,87376.61323156588
44701,95010.73223972858
44700,98596.87541196581
44699,124333.1868413793
44698,139446.36506436783
44696,83768.9727
44695,431968.0283126437
44694,695876.302328056
44692,
44691,78162.65160226692
44690,79023.76289367817
44689,81353.48947084199
44688,
44687,87852.3281386605
44686,92774.03759876211
44685,96920.25761166778
44684,101104.93693425288
44683,108016.6833413793
44682,87706.43296196731
44681,
44680,
44679,141654.46285604496
44678,
44677,57526.86701576278
44676,157025.59917805725
44675,141029.31083172283
44674,187711.3188804598
44673,
44672,162600.2689512727
44671,291632.0250910345
44670,355315.0159862069
44669,447674.378429885
44668,460858.1594620689
44667,
44665,0
44664,
44663,
44662,0
44659,0
44658,
44657,
44656,
44654,
44653,
44652,0
44651,116509.3580367816
44650,116729.21215172415
44649,111866.01291954023
44648,0
44647,273.9357075862069
44646,276.51112795625534
44645,277.77789714117296
44644,282.20726896551724
44643,283.5139117241379
44642,78064.1633908046
44641,77608.6403553083
44640,32459.40256190383
44639,78037.97777126438
44638,90189.99029785421
44637,104581.52165714285
44636,
44635,
44634,
44633,
44632,138763.29745379818
44631,147364.74495739647
44630,164623.98859988392
44629,170314.98160238095
44627,173397.85261149428
44626,202958.04516475098
44625,233397.66050651344
44624,
44623,298656.77971763385
44622,546457.6400781609
44621,72067.80131106554
44620,
44619,74063.16007958262
44618,76340.5522809252
44617,77592.10927356321
44616,79773.76268812225
44615,
44614,84667.26617931033
44613,
44612,
44611,93625.41455339175
44610,103842.86031705301
44609,108833.57579157088
44608,135136.5745288625
44607,
44606,
44605,152644.90160256412
44604,173727.4234494253
44603,203100.52540689657
44602,209956.78861241377
44601,209917.46005401234
44600,249282.44654367818
44599,281867.86291632184
44598,321460.3262004598
44597,377693.8848763219
44596,0
44595,443.2853679948915
44594,376.2105287356322
44593,380.5463083150992
44592,354.87983451884287
44591,
44590,128756.93764206348
44589,
44588,120907.6423954023
44587,
44586,99021.9627777778
44585,
44584,
44583,115033.69772727272
44582,
44581,134479.07350804599
44580,76154.28084371066
44579,136176.57546575417
44578,140351.74296149425
44577,139269.46706083746
44576,142003.70130459772
44575,145627.06421609197
44574,134867.4035659612
44573,140777.47934957224
44572,145871.30401126316
44571,149786.95513103445
44570,
44569,
44568,
44567,
44566,0
44565,123270.71295977011
44564,
44563,
44562,159052.5575935755
44561,214712.7329173437
44560,0
44559,229902.60239310347
44558,233200.51258390804
44557,157127.4706896552
44556,238430.2234732652
44555,0
44554,278744.5615339081
44553,305758.55379837565
44552,319161.3675925926
44551,380723.81340517243
44550,442815.4416942529
44549,468128.46391289285
44548,
44547,
44546,
44544,100247.86973207006
44543,111540.46348965516
44542,94434.55172413794
44541,
44540,113768.16556551724
44539,113452.81466896551
44538,114188.22654022988
44537,
44536,26789.454293896797
44535,119897.32323423168
44534,126029.19603100893
44533,124862.30870674046
44532,133539.9598642918
44531,140861.95396873564
44530,
44529,140567.0246794872
44528,
44527,
44526,157110.77528081802
44525,157681.8747348012
44524,179742.27654295234
44523,207398.97084416446
44522,210500.00263157897
44521,222412.6858482114
44520,280690.217469119
44519,317172.761338665
44518,397244.5989678161
44517,384067.539201377
44516,513847.97631578945
44515,643159.4562988506
44514,
44513,59544.49280766284
44512,60001.470451341
44511,58627.33350689655
44510,58560.779311957005
44509,62578.75371970484
44508,10414.80261172597
44507,67633.62198275863
44506,66480.2528775862
44505,67461.81177622802
44504,
44503,68407.18130838886
44502,76277.58657293204
44501,82816.62703448276
44500,85158.21675402299
44499,86444.55407580364
44498,96049.10280664114
44497,104035.61162298851
44496,86970.45367816092
44495,116875.51826252052
44494,
44493,137715.69728275863
44492,
44491,
44490,
44489,152700.71148045978
44488,
44487,190739.4564125882
44486,241204.4869724138
44485,
44484,357544.31379310344
44483,56291.43694769906
44482,60283.206748527395
44481,56708.150686447894
44480,2305954.423233793
44479,
44478,64530.157756321845
44477,66591.40330459771
44476,65988.2640245211
44474,
44473,
44472,
44471,
44470,
44469,
44468,
44467,
44466,
44465,
44464,
44463,
44462,70500.2679413793
44461,
44460,
44459,80553.63952183908
44458,
44457,80228.56674865718
44456,86638.04775802702
44455,35131.639386206894
44454,35724.20499233717
44453,
44452,0
44451,96093.55591494254
44450,94864.25985965964
44449,
44448,96281.42910538717
44447,112600.42859795497
44446,129705.01380149816
44445,174357.290463711
44443,160446.4556367816
44442,190554.8453155935
44441,
44440,
44438,
44437,
44435,0
44434,59846.196875
44433,63767.62496434516
44432,67975.92804640658
44431,68352.43103448277
44430,6295.600324844722
44429,0
44428,71464.44853630834
44427,36175.50351391895
44426,68201.44527259005
44425,
44424,71492.47170114942
44423,
44422,
44421,81143.04310344828
44420,84354.92672413794
44419,87667.4315711728
44418,111924.48970344827
44417,130470.78609321757
44416,164505.8895137931
44415,
44414,171698.62718721532
44413,39527.44802641036
44412,40218.36621474904
44411,42093.69584058094
44410,43849.30377214215
44409,45697.526991284656
44408,48187.806252298855
44407,
44406,
44405,48222.06301913308
44404,49249.8922137931
44403,48699.95494144317
44402,49394.13416091955
44401,52501.15954510342
44400,54044.948799597216
44399,54830.303140968375
44398,58896.656424192275
44397,66551.44690118253
44396,72779.18848418868
44395,85447.69980045978
44394,
44393,102220.95912818267
44392,
44391,
44390,
44389,
44388,
44387,
44386,
44385,
44384,
44383,
44382,66643.10664572635
44381,71271.55172413793
44380,71963.32299655811
44379,73581.82270712646
44378,74894.14947285589
44377,69216.62710344828
44376,
44375,
44374,
44373,75405.81482325474
44372,81270.41125172414
44371,83187.88997563219
44370,83115.29036091955
44369,84868.9017724138
44368,88600.19040067092
44367,94474.8730221888
44366,94046.35458640133
44365,
44364,108509.34162053406
44363,103930.45247142857
44362,113490.07730114945
44361,
44360,120144.39412311622
44359,125089.52893793101
44358,134748.09326203165
44357,138531.50788699195
44356,
44355,
44354,
44352,
44351,
44350,
44348,
44347,
44346,
44344,
44343,
44342,
44337,
44336,
44335,
44333,
44332,
44331,
44329,
44328,
44327,
44325,
44324,
44323,
44321,
44320,
44318,
44317,15317.09001720139
44316,
44315,
44314,
44312,73697.13913448277
44311,
44300,125628.61580318518
44299,154264.4871510679
44298,166037.3245890459
44297,190051.52339770115
44296,
44295,67668.51232563422
44294,
44293,
44292,68534.51652551709
44291,70961.81045295596
44290,74212.40170344827
44289,72350.28243333334
44288,76688.91505938319
44287,77500.88946811324
44286,79675.21574136979
44285,
44284,81344.80038536564
44283,85637.74683554561
44282,85098.1354423712
44281,90074.82027105699
44280,97090.8475264368
44279,98330.5529591133
44278,
44277,
44275,19170.476345122595
44274,105962.98768128593
44269,107060.29011009853
44267,95348.90074896262
44265,108874.02176360883
44264,120804.26811302685
44263,82971.98534482757
44262,121395.33788825516
44261,130206.58146758622
44258,0
44255,
44250,
44249,
44248,
44247,
44246,
44245,0
44244,
44243,
44242,
44241,
44239,76187.52431967399
44238,82670.36532873564
44237,2224324.9547034483
44236,81290.51630699828
44235,91996.71255164382
44234,91601.16621181308
44233,96759.05541149425
44232,100924.46420859829
44231,105675.49137931035
44230,118235.03278462669
44229,129805.51133854034
44228,156262.70193752187
44227,182184.12406795294
44226,206973.6528448276
44225,57220.65715060015
44224,71181.47460786322
44223,
44222,77225.88475917708
44221,82829.21014086845
44220,88270.63228965517
44219,88363.87298160918
44218,86877.84347126438
44217,
44216,88053.91097793102
44215,90319.10084275863
44214,91409.68238712642
44213,96471.18136679438
44212,94030.24264134195
44211,96723.4500137931
44210,
44209,
44208,100183.22690942277
44207,
44206,105228.97411570883
44205,50923.332100209096
44204,103149.66388997865
44203,104908.59304342128
44202,107800.96717241379
44201,109235.74685977011
44200,114825.07224929758
44199,75440.41449555618
44198,118708.05264044007
44197,126732.44569712644
44196,58352.31707317073
44195,139684.81128027913
44194,0
44189,
44188,
44187,0
44186,0
44185,0
44184,0
44183,0
44182,0
44181,
44180,
44174,0
44173,0
44172,
44167,2471.6862522774163
44162,0
44161,0
44160,0
44159,0
44157,
44156,
44155,
44154,81059.03749425289
44153,
44152,
44151,
44150,
44149,
44148,
44147,85692.47021379312
44146,91322.3850011494
44145,90154.2672413793
44144,90286.28983448276
44143,92883.45779310346
44142,
44141,
44140,94226.00537471264
44139,97881.50810574713
44138,
44137,
44136,
44135,100028.01592643677
44134,
44133,101653.02047758721
44132,105926.84142950703
44131,99357.15406666667
44130,
44129,109410.37688205834
44128,110257.82891034483
44127,
44126,
44125,115953.50227126435
44124,118744.06531839081
44123,122567.89665747128
44122,
44121,125860.21587586206
44120,131838.28217471263
44119,
44118,
44117,
44116,25336.992285677596
44115,160100.54468659006
44114,
44113,173212.25596816977
44112,178864.2883877382
44111,5298.604269369258
44110,0
44102,
44101,
44100,
44099,41054.81896551725
44097,41218.64056979869
44095,43601.67333793103
44094,44151.597890804594
44093,43576.30081685824
44091,43782.93735095785
44089,0
44084,46320.84088965517
44082,54818.00563879987
44081,
44080,55506.08460510856
44079,
44077,57957.93885651686
44076,59213.85132906658
44075,56115.060096551715
44074,59968.334562068965
44073,62267.7192900466
44072,63042.20064579223
44071,65801.84333948833
44070,
44069,68669.96672487594
44068,72095.57396989223
44067,74762.37692765519
44066,78894.74069960108
44065,81826.39212105033
44064,88059.02293276326
44063,95227.56974088671
44062,
44061,98104.84077244857
44060,101163.13349399136
44059,106460.14648275862
44058,105864.0241048276
44057,
44056,
44055,104383.72544349542
44054,109398.68261379309
44053,109242.85762758621
44052,
44051,116345.75334425288
44050,
44049,115146.116354023
44048,114933.99331034481
44047,118868.20164643381
44046,121316.97943448275
44045,122293.1164558693
44044,
44043,126134.80684892424
44042,131548.25313141762
44041,
44040,118312.01381149425
44039,134796.64813563216
44038,
44037,129948.98148505748
44036,138794.95419310345
44035,142887.5261145538
44034,146888.6384413793
44033,150352.97998686373
44032,151968.40110888594
44030,
44029,
44028,
44027,
44026,
44025,
44024,206219.77147126436
44023,205023.34223876958
44022,220617.6965816092
44021,239643.11593218392
44020,
44019,
44018,0
44017,0
44016,
44015,0
44014,0
44013,185880.75050574713
44012,
44011,0
44010,
44009,112005.61314482758
44008,112040.39042589178
44007,117410.7377819376
44006,119616.42242758622
44005,126273.3452275862
44004,
44003,
44002,135557.6673856875
44001,136484.84998335465
44000,
43999,152096.8220214095
43998,159314.99391724137
43997,188547.37528947834
43996,
43995,243601.93570114943
43994,270195.41161532566
43993,80799.26236510178
43992,
43991,
43989,78667.95590865689
43988,94287.74607843136
43987,96777.01839310344
43986,84617.08591895993
43985,107876.13925517243
43984,104820.57750053969
43983,123245.99601406515
43982,142056.2278477176
43981,158584.3166275862
43980,157985.0268206896
43979,
43978,155733.2986195775
43977,170386.77072643678
43976,174454.77796640524
43975,181083.5808413793
43974,160325.8090965517
43973,195698.95603195927
43972,194352.82083333333
43971,
43966,80014.32325903651
43965,73956.75666666665
43964,84613.28857594277
43963,87401.96581954024
43962,89773.24668692813
43961,92985.95784822352
43960,94207.99815211493
43959,
43957,101555.17629770115
43956,
43955,99301.2388551724
43954,101069.68101600355
43953,91187.4104091954
43952,
43951,
43950,99136.53103448277
43949,
43948,
43947,
43946,
43945,49857.50000000001
43944,
43943,109812.03948855173
43942,
43941,
43940,
43939,
43938,
43937,
43936,
43935,
43934,
43932,
43931,
43930,129225.921108046
43929,133684.9151310345
43928,76938.42413793104
43927,
43926,
43925,
43924,
43923,147465.2584091954
43922,
43921,268417.5753793103
43920,158422.6353586207
43919,161544.01863448275
43918,166626.03566781612
43917,170661.46878620688
43916,
43915,
43914,56885.93666800633
43913,244401.3976337165
43912,0
43911,88456.35921540321
43910,84605.37624827586
43909,
43908,92065.31039506005
43907,96602.95220396161
43906,99901.98605648604
43905,101105.75230344829
43904,102538.14548045977
43903,104822.39962460175
43902,
43901,109956.24634133826
43900,
43899,124350.87489684745
43898,133534.5219868167
43897,
43896,151910.28516964786
43895,23289.141666666663
43894,186044.00565832012
43893,258301.01544827587
43892,60880.010080006694
43891,63933.43700778447
43890,66895.92649913793
43889,64863.70590731548
43888,67607.10943908045
43887,68227.40352512315
43886,68733.45026756305
43885,70155.05731843604
43884,70560.46990804598
43883,69161.36206896552
43882,78057.37501000149
43881,76381.0239016491
43880,72969.6477468652
43879,78084.36815476189
43878,
43876,79043.0770620103
43875,85469.79857513457
43874,83423.7976155194
43873,60488.26652353996
43872,91098.22762758621
43871,89349.09542513228
43870,
43869,95803.8928316549
43868,
43867,47463.83784189528
43866,
43865,12414.066903218392
43864,
43863,32696.170870574715
43862,
43861,56482.099717241384
43860,
43859,83311.3497709509
43858,
43857,110283.49541931036
43856,129581.71389034484
43855,137803.28199425287
43853,142640.83991487368
43852,154028.11650574714
43850,161338.46950574714
43847,200626.15643852093
43846,0
43845,66471.96024367816
43844,67615.30181379309
43843,64916.31351065486
43812,87649.78620689656
43811,121915.62167487686
43810,122367.01109328028
43809,126256.22697471266
43808,140257.7463758864
43807,236715.07241566095
43806,77576.18295123133
43805,77409.12847952411
43804,
43803,
43802,80407.76796781611
43801,78931.75057620757
43800,84460.50339331104
43799,90338.65227855145
43798,90027.54030657091
43797,92566.20194349723
43796,91636.45678625909
43795,95420.3095280241
43794,96878.33277965168
43793,101538.49267057714
43792,100860.51408568444
43791,99434.58706527567
43790,105409.05212161418
43789,111527.74772183907
43788,114243.91151481924
43787,119642.8682169091
43786,127162.91346753301
43785,53274.93538016091
43784,66518.09543259544
43783,
43782,66748.49753694583
43781,64990.647940863484
43780,67004.24434197473
43779,48302.06736681838
43778,
43777,67433.32019415862
43776,67890.88760109265
43775,68705.7840892398
43774,68752.83155600696
43773,67655.11969989634
43772,45344.16404956553
43771,
43770,76822.03448275864
43769,75876.20301110424
43768,54216.13700882606
43767,75014.9678129217
43766,77843.25765913677
43765,77016.77989279048
43764,58112.27808113876
43763,78793.60344827587
43762,83220.29310344829
43761,82649.38192733991
43760,82757.5233347522
43759,80982.19775510444
43758,75608.29205143434
43757,
43756,59835.587154726585
43755,54896.14271994703
43754,85638.34071796712
43753,81019.0430689655
43752,87354.94465057472
43751,76478.64505333964
43750,
43749,
43748,55669.219644106735
43747,
43746,13819.343106631302
43745,94202.89655172414
43744,91456.40559752431
43743,
43742,
43741,93616.61540460936
43740,98079.57523773034
43739,98757.2514234483
43738,
43737,
43736,
43735,
43734,
43733,
43732,
43731,102536.0338436567
43730,105462.44346206896
43729,105754.7319586207
43728,105315.38230344826
43727,
43726,
43725,106885.09624380391
43724,109057.84485330779
43723,107626.66788953329
43722,
43721,
43720,114208.20947586207
43719,117932.31949425288
43718,113771.31136363636
43717,66319.56750848767
43716,
43715,121710.03610344826
43714,122488.70538054188
43713,
43712,
43711,104689.08704482758
43710,0
43709,0
43708,0
43707,0
43706,0
43705,0
43704,
43703,
43702,
43701,0
43700,0
43699,0
43698,0
43697,0
43696,0
43695,
43694,0
43693,
43692,0
43691,0
43687,
43686,
43685,
43684,
43683,60080.63281309171
43682,
43681,
43680,
43679,
43678,
43677,
43676,62770.08335649194
43675,
43674,63321.559790126725
43673,62360.63931576631
43672,
43671,
43670,
43669,
43668,
43667,
43666,
43665,69865.25954400488
43664,71949.6179477861
43663,
43662,74586.10443056068
43661,
43660,
43659,76668.33089747129
43658,75797.6052137931
43657,75884.88723333334
43656,79575.09980114944
43655,79996.19984061304
43654,81696.26205517242
43653,
43652,85395.09732413794
43651,
43650,
43649,
43648,
43647,
43646,
43645,
43644,92723.4823333916
43643,96485.62670436784
43642,99904.4749989298
43641,
43640,103698.82426390806
43639,106570.14989655174
43638,
43637,110129.31474367254
43636,114669.53633563218
43635,
43634,
43633,118434.0262345679
43632,
43631,126049.15114022991
43630,129977.7780689655
43628,50191.31034482759
43627,
43626,133616.65317394637
43625,156841.77091750505
43624,184562.04288735637
43617,100213.97566436781
43616,105366.04807988506
43615,107973.64392413791
43614,106736.90516551724
43613,109279.79600689653
43612,114709.20348850575
43611,119455.16790114943
43610,120250.34428735633
43609,125945.09010114943
43608,140128.07203371648
43607,146707.50531471294
43606,158179.07194827584
43605,165641.72683846467
43604,0
43603,
43602,0
43601,
43600,0
43599,0
43598,0
43597,
43596,
43595,115742.46355632185
43594,0
43593,0
43592,0.0018919540229885056
43591,0
43590,0
43589,
43588,0
43587,0
43586,0
43585,0
43580,56925.58399846743
43579,52854.60504115227
43578,56283.57581149425
43574,58937.65224827585
43573,59284.18619831417
43572,59792.909055333934
43571,59670.41007530992
43570,62927.81672183909
43569,
43568,
43567,61537.712373514536
43566,63929.08225429096
43565,65759.06072643679
43564,65221.887811494256
43563,64979.72013026819
43562,66353.93432413792
43561,65260.96778631496
43560,64805.899067789986
43559,66512.7376689655
43558,66837.4016137931
43557,67113.74429512864
43556,67720.86892873562
43555,68908.71210066545
43554,70173.01882950192
43553,71012.75296000001
43552,70385.29358390805
43551,70326.84538970864
43550,73256.30623134796
43549,
43548,75332.7925045977
43547,77186.69350727969
43546,78672.52217103449
43545,
43544,
43543,77294.11884470202
43542,80238.39443006979
43541,77270.99246436781
43540,83389.40284464434
43539,82721.41585287356
43537,84804.22953088474
43536,88247.11894799519
43535,86826.25318160918
43534,90378.41503954024
43533,92688.2024613367
43532,91525.8497757693
43531,97626.09499885057
43530,97215.11839655173
43529,
43528,95332.24106560847
43527,104389.16606703744
43526,111234.28528735631
43525,109793.09133483644
43524,101935.40036781611
43523,109730.51775199553
43522,108101.65893538693
43521,123764.71536666667
43520,
43519,
43518,126048.06910344826
43517,123175.9835602401
43516,125524.0477770115
43515,138703.48530194905
43514,
43513,165783.357433879
43512,
43511,0
43509,0
43508,0
43507,0
43501,0
43500,0
43499,
43498,
43497,
43496,0
43495,0
43494,0
43493,0
43491,0
43490,0
43489,0
43488,
43486,
43485,
43484,
43483,
43481,
43479,
43478,
43477,0
43476,0
43475,0
43474,0
43473,0
43472,0
43471,0
43470,
43469,0
43468,0
43467,0
43466,0
43465,0
43463,
43462,
43461,
43460,0
43459,0
43458,47880.44827586207
43457,36410.12634480484
43456,31726.155172413797
43455,47566.19642857143
43454,50186.06321839081
43453,42296.44144241688
43452,0
43451,49232.67229425288
43450,
43449,47434.55197697536
43448,51282.67241379311
43447,51002.06896551725
43446,
43445,
43444,49763.9954091514
43443,2126.034482758621
43442,54862.34482758621
43441,54914.81034482759
43438,53113.65479410181
43437,54405.17643252953
43436,9806.478448275862
43435,54255.32672382289
43434,7115.764367816093
43433,
43432,66003.26091016798
43431,21064.57471264368
43430,65465.945097701144
43429,
43428,
43427,70086.26424971264
43426,
43425,70828.3542304852
43424,70353.12257471264
43423,71832.37616337786
43422,
43421,14168.486946502055
43420,
43419,75212.73776904763
43418,73532.1317724138
43417,12818.82053960114
43416,73697.91852842821
43415,4615.879310344828
43413,
43412,
43411,75301.5674482769
43410,
43409,76147.19596772149
43408,
43407,78179.54162316967
43406,83141.80160229886
43405,88382.78750344827
43404,90027.78336068966
43403,94031.03550929613
43402,31841.64703231767
43401,94845.31193229643
43400,0
43399,
43398,99034.41379310346
43397,101405.81494344829
43396,102343.91379310346
43395,99101.52218097105
43394,
43392,108310.4029034788
43391,115193.77586206897
43390,115826.6550721839
43389,119372.67637241379
43388,129202.34594942529
43387,
43386,134518.40289655174
43381,0
43380,0
43379,24974.47404259812
43378,0
43377,0
43376,0
43375,0
43374,0
43373,0
43372,0
43371,0
43370,0
43369,0
43365,
43364,0
43363,
43362,0
43361,0
43360,0
43359,0
43357,
43356,0
43355,0
43354,0
43353,0
43352,0
43351,0
43350,0
43349,0
43348,0
43347,0
43346,0
43345,
43344,0
43343,0
43342,0
43341,0
43340,0
43339,0
43338,0
43337,0
43336,0
43335,0
43334,0
43333,0.32352413793103446
43332,0.00046020503261882565
43331,0
43330,0.050247065940713855
43329,
43328,
43326,
43325,
43324,
43323,0
43321,
43320,
43319,
43318,
43317,
43316,
43315,
43314,
43313,57741.34482758621
43312,56434.99075862069
43311,2806.9080459770116
43310,
43309,58283.20171346403
43307,0
43306,0
43305,0
43302,49781.25026206898
43300,
43297,1629.3800348111658
43295,66012.45504344828
43294,
43292,59056.55743545955
43291,
43290,65340.61807983357
43289,67957.49657471266
43288,
43287,66480.28296598553
43286,67547.4206251421
43285,54868.54310344828
43284,68186.53840827587
43283,
43282,
43281,70318.90210857679
43280,11937.357692307694
43279,71153.17448275861
43278,69820.3238003663
43277,71873.65618534484
43276,
43275,74484.11161809889
43274,75542.17394655173
43273,76908.40100641278
43272,0
43271,80334.38613563219
43270,73063.64472106249
43269,81841.53834516565
43268,83115.50595740552
43267,86000.36481463307
43266,83237.27798144452
43265,88521.33594212533
43264,96254.03953793104
43263,94405.18066666667
43262,101247.99731954021
43260,98216.186827495
43259,88968.85644195402
43258,107366.10240229886
43257,107720.02854559389
43256,110107.37257011495
43255,
43254,111388.4695816092
43253,
43252,85389.03684827586
43251,17750.131486463157
43250,0
43249,0
43248,0
43247,0
43246,0
43245,0
43244,0
43243,0
43242,0
43241,0
43240,
43238,0
43237,0
43236,0
43235,0
43234,0
43233,0
43232,0
43231,0
43230,62908.120689655174
43229,64256.43965517242
43228,
43227,
43226,61420.18815884012
43225,
43224,64511.08620689656
43223,65157.980554391586
43222,65537.84482758622
43221,63744.77586206897
43220,64206.73729917708
43219,0
43218,66270.1379310345
43217,62007.9706006689
43216,67801.94827586207
43215,70040.20689655172
43214,
43213,68469.51784844209
43212,71056.10714285713
43211,66037.35928290688
43210,64547.955538461545
43209,52286.63102222222
43208,
43207,65582.18581359136
43206,72507.36206896552
43204,71466.20689655172
43203,70262.78233674947
43202,
43201,67995.0534692256
43200,
43199,5189.034482758621
43198,
43197,72754.86085238095
43196,17282.330357142855
43195,
43194,
43191,69379.26132857143
43190,74093.22413793104
43189,65294.36779016667
43188,74446.0172413793
43187,65312.444371047815
43186,70440.13705758846
43185,10134.71551724138
43184,72764.59782608695
43183,
43182,76877.40769435909
43181,70630.69074074073
43180,
43179,
43178,84506.37931034483
43177,82336.56896551725
43176,81394.8700540953
43175,
43174,
43173,
43172,5214.680066580601
43171,87553.36206896552
43170,87382.34543431987
43169,93955
43168,91478.12068965517
43167,89923.33814272755
43166,94037.5311178161
43165,57508.70992523738
43164,97728.5970661839
43163,100278.67274482758
43161,101446.67985683202
43160,105967.27045540424
43159,112726.35344827587
43158,111221.71101648106
43157,109500.57416795137
43156,118456.8103448276
43155,119962.75963448276
43154,52587.56601746336
43153,116487.12819340659
43152,
43151,121226.09567506786
43150,
43149,152906.80581609198
43148,163213.5
43147,169558.11380098527
43146,184509.6654505747
43145,190284.07615862068
43143,212603.33522854705
43142,237410.74517959772
43141,43627.18103448276
43140,55655.09199047619
43139,7055.419927604451
43138,50869.52316168918
43137,5584.213844842789
43136,64524.6738400216
43135,13695.172413793105
43134,2279859.2712390805
43133,68891.14730902809
43132,70192.70293733504
43131,3700.1781609195405
43130,68382.85107120928
43129,72327.14748793103
43128,73073.8820356322
43127,
43126,75631.14261285063
43125,80885.82289448303
43124,81353.54703148568
43123,84853.51686994865
43122,88282.35370114942
43121,89400.48864730836
43120,93124.55762958691
43119,94704.5913358948
43118,98860.77025172414
43117,100490.59214068965
43116,104369.73089195404
43115,54324.774060743184
43114,100567.09838850575
43113,109475.8275862069
43112,108308.46696777572
43111,120891.60086074413
43110,
43109,127993.11862222222
43108,
43107,0
43106,0
43105,0
43104,32810.46605491933
43103,0
43102,
43101,
43100,
43099,0
43098,
43097,
43096,
43095,0
43094,0
43093,0
43092,0
43091,0
43090,0
43089,0
43088,0
43087,0
43086,0
43085,0
43084,0
43083,0.018414252873563217
43082,0
43081,97612.26052551725
43080,101554.16782625801
43079,112703.27689885057
43078,117328.60022124455
43077,97612.37926380089
43075,
43074,
43073,
43070,
43069,
43066,
43065,
43063,
43061,
43057,
43056,
43055,67344.56241703664
43054,
43053,
43052,
43051,
43050,
43048,
43045,
43042,
43041,72118.79310344829
43040,69878.56896551725
43039,67617.48987692308
43038,73035.91379310346
43037,66265.97066423752
43036,72470.3275862069
43035,73830.74137931035
43034,70750.06301165413
43033,71155.74137931035
43032,74434.35714285713
43031,69718.95961931735
43030,
43029,
43027,70125.44689663332
43026,
43025,75062.17241379312
43024,
43023,
43022,
43021,74495.40229386975
43020,0
43018,11734.474137931036
43016,
43015,76322.44526666666
43014,
43013,
43012,
43010,
43009,
43008,
43007,70108.58087453236
43006,
43005,78403.51326897493
43004,80226.23693460543
43003,79915.38987000902
43001,
